ID,COUNTY,countyname,state,population,counts.sum,region,region2,indices.avg,counts.sum,voc.indices.avg,soc.indices.avg,metal.indices.avg,dbp.indices.avg,pfas.indices.avg,horm.indices.avg,indices.sum,countynamenospace
1198,32023,NYE,NV,42297,144,Mountain,West,0.396229982,144,0,0,1.498370946,1.311753861,0,0,10.30197954,NYE
1199,32029,STOREY,NV,3942,693,Mountain,West,0.484475381,693,0,0,1.545148837,0.903089987,0,0,10.17398301,STOREY
1200,32031,WASHOE,NV,433731,660,Mountain,West,0.323281199,588,0,0,1.358130595,0.903089987,0,0,9.05187356,WASHOE
1201,32033,WHITE PINE,NV,10057,176,Mountain,West,0.348079533,176,0,0,1.309490544,0.079181246,0,0,9.050067864,WHITE-PINE
1202,32510,CARSON CITY,NV,54080,1498,Mountain,West,0.528714538,1498,0,0.301029996,1.606767884,1.161368002,0,0,11.1030053,CARSON-CITY
1203,33001,BELKNAP,NH,60179,140,New England,North-East,0.122047409,140,0,0,0.343993086,1.353368933,0,0,3.417327446,BELKNAP
1204,33003,CARROLL,NH,47499,444,New England,North-East,0.246960895,444,0.014666049,1.715948457,0.535092589,0.161368002,0,0,6.420983259,CARROLL
1205,33005,CHESHIRE,NH,76610,396,New England,North-East,0.39004923,396,0.300380335,1.646263654,0.933484491,0.977723605,0,0,12.87162459,CHESHIRE
1206,33007,COOS,NH,31997,196,New England,North-East,0.253311316,196,0,0,0.710011898,2.081993227,0,0,6.586094204,COOS
1207,33009,GRAFTON,NH,89629,504,New England,North-East,0.253311316,504,0,0,0.710011898,2.081993227,0,0,6.586094204,GRAFTON
1208,33011,HILLSBOROUGH,NH,403985,630,New England,North-East,0.258271576,630,0,0,0.938438541,1.278753601,0.053703216,0,7.23160414,HILLSBOROUGH
1209,33013,MERRIMACK,NH,146849,224,New England,North-East,0.174437409,224,0,0,0.362598186,1.487596477,0,0,3.663185594,MERRIMACK
1210,33015,ROCKINGHAM,NH,299134,2312,New England,North-East,0.283826226,2312,0,0.150537155,0.980817835,1.832508913,0.013196874,0,7.947134322,ROCKINGHAM
1211,33017,STRAFFORD,NH,124593,578,New England,North-East,0.435848062,578,0,0.788370416,0.892278774,1.832508913,0.19637622,0,9.152809295,STRAFFORD
1212,34001,ATLANTIC,NJ,275862,7511,Middle Atlantic,Mid-Atlantic,0.422895164,7511,0.202152305,0.711204461,1.271848966,1.523988902,0.182782552,0,13.95554041,ATLANTIC
1213,34003,BERGEN,NJ,925328,16999,Middle Atlantic,Mid-Atlantic,0.598247213,16999,0.254536482,1.66493463,1.695785181,1.431363764,0.11856423,0.140967391,16.75092197,BERGEN
1214,34005,BURLINGTON,NJ,450838,16691,Middle Atlantic,Mid-Atlantic,0.58707148,16691,0.258930326,1.903089987,1.969745819,2.459070417,0,0,19.37335884,BURLINGTON
1215,34007,CAMDEN,NJ,512854,34662,Middle Atlantic,Mid-Atlantic,0.531673876,34662,0.203709819,1.903089987,1.552687139,1.607455023,0.105705328,0,14.88686854,CAMDEN
1216,34009,CAPE MAY,NJ,95897,1913,Middle Atlantic,Mid-Atlantic,0.182373125,1913,0.036467501,0,0.566055023,1.45484486,0,0,5.106447504,CAPE-MAY
1217,34011,CUMBERLAND,NJ,157332,959,Middle Atlantic,Mid-Atlantic,0.330236617,959,0.004004103,0.301029996,1.168922373,1.977723605,0,0,10.89780836,CUMBERLAND
1218,34013,ESSEX,NJ,789565,10987,Middle Atlantic,Mid-Atlantic,0.529032979,10987,0.092273325,1.234083206,1.893535554,1.926856709,0.217208345,0.140967391,17.45808832,ESSEX
1219,34015,GLOUCESTER,NJ,290265,7345,Middle Atlantic,Mid-Atlantic,0.439511715,7345,0.129012855,1.051956945,1.464613536,1.523988902,0.109946291,0,14.5038866,GLOUCESTER
1220,34017,HUDSON,NJ,660282,3159,Middle Atlantic,Mid-Atlantic,0.218660905,3159,0,0.359021943,0.751368482,1.255272505,0,0,6.122505343,HUDSON
1221,34019,HUNTERDON,NJ,126250,9394,Middle Atlantic,Mid-Atlantic,0.49965449,9394,0.043004285,1.920570515,1.628866432,1.190331698,0.134199152,0,13.99032571,HUNTERDON
1222,34021,MERCER,NJ,370414,11802,Middle Atlantic,Mid-Atlantic,0.525416216,11802,0.043004285,1.123384909,1.743063385,2.023663918,0.134199152,0,14.71165404,MERCER
1223,34023,MIDDLESEX,NJ,828919,15281,Middle Atlantic,Mid-Atlantic,0.636085142,15281,0.284996668,1.333878907,1.942111595,2.023663918,0.134199152,0,17.81038398,MIDDLESEX
1224,34025,MONMOUTH,NJ,629672,39276,Middle Atlantic,Mid-Atlantic,0.477716586,39276,0.199429358,1.123384909,1.736066351,2.023663918,0.134199152,0,15.76464735,MONMOUTH
1225,34027,MORRIS,NJ,499397,20057,Middle Atlantic,Mid-Atlantic,0.665499315,20057,0.509910559,1.586265724,1.828897585,1.929418926,0.134199152,0.099852858,21.96147739,MORRIS
1226,34029,OCEAN,NJ,583414,14253,Middle Atlantic,Mid-Atlantic,0.390098328,14253,0.108388957,1.88729572,1.352423499,2.023663918,0.014836917,0,12.87324483,OCEAN
1227,34031,PASSAIC,NJ,505672,6301,Middle Atlantic,Mid-Atlantic,0.50995274,6301,0.186401935,1,1.463749541,1.431363764,0.191150478,0.240820248,16.82844042,PASSAIC
1228,34033,SALEM,NJ,65166,915,Middle Atlantic,Mid-Atlantic,0.376432549,915,0.004004103,0.940964493,1.220951233,2.245410745,0,0,10.54011136,SALEM
1229,34035,SOMERSET,NJ,330585,34370,Middle Atlantic,Mid-Atlantic,0.529000025,34370,0.056848573,1.920570515,1.719537902,1.371067862,0.134199152,0,14.8120007,SOMERSET
1230,34037,SUSSEX,NJ,145992,686,Middle Atlantic,Mid-Atlantic,0.287562521,686,0,1.920570515,0.825848138,1.176091259,0,0,8.051750601,SUSSEX
1231,34039,UNION,NJ,548256,29624,Middle Atlantic,Mid-Atlantic,0.513997688,29624,0.043004285,1.123384909,1.813928641,1.278753601,0.134199152,0,14.39193526,UNION
1232,34041,WARREN,NJ,107379,1803,Middle Atlantic,Mid-Atlantic,0.361298038,1803,0.03816739,1.920570515,1.016764557,1.457486009,0,0,11.92283525,WARREN
1233,35001,BERNALILLO,NM,674221,77624,Mountain,South-West,0.479379457,77552,0.067837643,0.433655561,1.931208169,0.926856709,0,0,13.42262479,BERNALILLO
1234,35005,CHAVES,NM,65823,560,Mountain,South-West,0.358556823,560,0,0,1.25494888,0,0,0,7.529693282,CHAVES
1235,35007,COLFAX,NM,13094,42,Mountain,South-West,0,42,0,0,0,0,0,0,0,COLFAX
1236,35009,CURRY,NM,50598,532,Mountain,South-West,0.50495009,532,0,0.057991947,1.580877017,1.06069784,0,0,10.60395189,CURRY
1237,35013,DONA ANA,NM,213460,1908,Mountain,South-West,0.494929057,1908,0,1.569875308,1.886003799,2.353339095,0,0,16.33265888,DONA-ANA
1238,35015,EDDY,NM,55471,514,Mountain,South-West,0.355134234,514,0,0,1.471158318,0.40654018,0,0,9.23349009,EDDY
1239,35017,GRANT,NM,29328,112,Mountain,South-West,0.381882973,112,0,0,1.336590404,0,0,0,8.019542425,GRANT
1240,35025,LEA,NM,68062,350,Mountain,South-West,0.445707608,350,0.138576682,1.15490196,1.712615508,0,0.013196874,0,12.47981303,LEA
1241,35027,LINCOLN,NM,20105,448,Mountain,South-West,0.504879723,448,0,0.057991947,1.39473183,2.176091259,0,0,10.60247418,LINCOLN
1242,35028,LOS ALAMOS,NM,17798,84,Mountain,South-West,0.439855843,84,0,0,1.515920487,0.141449773,0,0,9.236972695,LOS-ALAMOS
1243,35029,LUNA,NM,24659,672,Mountain,South-West,0.455206935,672,0,0,1.593224271,0,0,0,9.559345628,LUNA
1244,35031,MCKINLEY,NM,73308,240,Mountain,South-West,0.274651535,240,0,0,0.991768037,1.190331698,0,0,7.140939922,MCKINLEY
1245,35035,OTERO,NM,65616,718,Mountain,South-West,0.396132177,662,0,0,1.643335735,2.118925753,0,0,13.07236185,OTERO
1246,35039,RIO ARRIBA,NM,40072,70,Mountain,South-West,0,70,0,0,0,0,0,0,0,RIO-ARRIBA
1247,35041,ROOSEVELT,NM,19955,112,Mountain,South-West,0.388500153,112,0,0,1.359750536,0,0,0,8.158503213,ROOSEVELT
1248,35043,SANDOVAL,NM,136575,4149,Mountain,South-West,0.462420046,4079,0,0.433655561,1.931208169,0.926856709,0,0,12.94776129,SANDOVAL
1249,35045,SAN JUAN,NM,126503,511,Mountain,South-West,0.309126411,368,0,0,1.029152791,1.079181246,0,0,8.037286681,SAN-JUAN
1250,35047,SAN MIGUEL,NM,28541,252,Mountain,South-West,0.249486166,252,0.031692679,0.057991947,1.020998057,0.579783597,0,0,6.985612637,SAN-MIGUEL
1251,35049,SANTA FE,NM,147423,532,Mountain,South-West,0.346160095,504,0,0.068715812,1.390835542,1.278753601,0,0,9.692482662,SANTA-FE
1252,35055,TAOS,NM,33035,124,Mountain,South-West,0.35640575,124,0,0,1.172181276,1.667614032,0,0,9.266549507,TAOS
1253,35057,TORRANCE,NM,15717,14,Mountain,South-West,0,14,0,0,0,0,0,0,0,TORRANCE
1254,35061,VALENCIA,NM,76284,2087,Mountain,South-West,0.422996664,2015,0,0.433655561,1.747232387,0.926856709,0,0,11.84390659,VALENCIA
1255,36001,ALBANY,NY,306945,4976,Middle Atlantic,Mid-Atlantic,0.398657783,4976,0.177514791,0,1.336120733,1.301029996,0,0.08600857,11.16241792,ALBANY
1256,36003,ALLEGANY,NY,48109,144,Middle Atlantic,Mid-Atlantic,0.143072872,144,0,0,0.484966107,0,0,0,3.719894684,ALLEGANY
1257,36005,BRONX,NY,1418733,532,Middle Atlantic,Mid-Atlantic,0.121889298,532,0,0.196294645,0.390257405,0.875061263,0,0,3.412900339,BRONX
1258,36007,BROOME,NY,197534,710,Middle Atlantic,Mid-Atlantic,0.318718573,710,0.034719721,1.711597561,0.893386102,1.740362689,0,0,10.51771291,BROOME
1259,36009,CATTARAUGUS,NY,78892,856,Middle Atlantic,Mid-Atlantic,0.177198237,856,0,0,0.722609742,1.511883361,0,0,5.847541813,CATTARAUGUS
1260,36011,CAYUGA,NY,79477,282,Middle Atlantic,Mid-Atlantic,0.26205494,282,0,0,0.758151873,0.954242509,0,0,5.503153749,CAYUGA
1261,36013,CHAUTAUQUA,NY,133080,881,Middle Atlantic,Mid-Atlantic,0.202632371,881,0,0,0.693637171,1.511883361,0,0,5.673706385,CHAUTAUQUA
1262,36015,CHEMUNG,NY,88506,448,Middle Atlantic,Mid-Atlantic,0.219631138,448,0,0,0.598510768,1.021189299,0,0,4.612253906,CHEMUNG
1263,36019,CLINTON,NY,81591,140,Middle Atlantic,Mid-Atlantic,0.172725861,140,0,0,0.552240895,1.301029996,0,0.031692679,4.836324117,CLINTON
1264,36021,COLUMBIA,NY,62243,72,Middle Atlantic,Mid-Atlantic,0.205372039,72,0,0,0.550456808,0,0,0,5.339673007,COLUMBIA
1265,36023,CORTLAND,NY,48976,111,Middle Atlantic,Mid-Atlantic,0.143942761,111,0,0,0.671732883,0,0,0,4.030397301,CORTLAND
1266,36025,DELAWARE,NY,46722,112,Middle Atlantic,Mid-Atlantic,0.166432456,112,0,0,0.425512255,0.942008053,0,0,3.495081584,DELAWARE
1267,36027,DUTCHESS,NY,296916,699,Middle Atlantic,Mid-Atlantic,0.276462706,699,0,0.063386979,0.945127942,1.352182518,0,0,9.123269305,DUTCHESS
1268,36029,ERIE,NY,919866,14235,Middle Atlantic,Mid-Atlantic,0.247568555,14235,0,0.646263654,0.767040972,1.511883361,0,0.052568112,8.169762314,ERIE
1269,36031,ESSEX,NY,38762,28,Middle Atlantic,Mid-Atlantic,0.031692679,28,0,0,0,0,0,0.031692679,0.22184875,ESSEX
1270,36033,FRANKLIN,NY,51688,50,Middle Atlantic,Mid-Atlantic,0.240655331,50,0,0,0.762075216,0,0,0,4.572451297,FRANKLIN
1271,36035,FULTON,NY,54586,336,Middle Atlantic,Mid-Atlantic,0.202527591,336,0,0,0.601934218,0.641474111,0,0,4.25307942,FULTON
1272,36037,GENESEE,NY,59454,816,Middle Atlantic,Mid-Atlantic,0.263507147,816,0.138576682,0.113943352,0.866220932,1.511883361,0,0,8.695735862,GENESEE
1273,36043,HERKIMER,NY,64181,161,Middle Atlantic,Mid-Atlantic,0.112174464,161,0,0,0.387995271,0.812913357,0,0,3.140884981,HERKIMER
1274,36045,JEFFERSON,NY,119504,466,Middle Atlantic,Mid-Atlantic,0.305756136,466,0,0,1.057876464,1.431363764,0.200686664,0.103856961,10.0899525,JEFFERSON
1275,36049,LEWIS,NY,27149,307,Middle Atlantic,Mid-Atlantic,0.183433273,307,0,0,0.639183608,0.574031268,0,0.103856961,5.136131644,LEWIS
1276,36051,LIVINGSTON,NY,64705,172,Middle Atlantic,Mid-Atlantic,0.101861382,172,0,0,0.392137573,1.008600172,0,0,3.361425613,LIVINGSTON
1277,36053,MADISON,NY,72382,270,Middle Atlantic,Mid-Atlantic,0.188990346,270,0,0,0.565794334,0.574031268,0,0,3.96879727,MADISON
1278,36055,MONROE,NY,749606,728,Middle Atlantic,Mid-Atlantic,0.216792726,728,0.00867112,0,0.794410073,1.243038049,0,0,6.070196327,MONROE
1279,36057,MONTGOMERY,NY,49897,368,Middle Atlantic,Mid-Atlantic,0.258314244,368,0,0,0.846530208,1.40654018,0,0,6.716170347,MONTGOMERY
1280,36059,NASSAU,NY,1352146,92396,Middle Atlantic,Mid-Atlantic,0.758060556,92396,0.866288711,2.686380877,1.751343118,1.77815125,0.548227956,0,25.01599833,NASSAU
1281,36063,NIAGARA,NY,214249,1734,Middle Atlantic,Mid-Atlantic,0.181635014,1734,0,0,0.675118058,1.511883361,0,0,5.993955474,NIAGARA
1282,36065,ONEIDA,NY,233585,1104,Middle Atlantic,Mid-Atlantic,0.156563236,1104,0,0,0.595142877,0.812913357,0,0,4.383770618,ONEIDA
1283,36067,ONONDAGA,NY,468387,1248,Middle Atlantic,Mid-Atlantic,0.30094227,1248,0,0.853871964,0.764934577,1.278753601,0,0.243450074,8.426383546,ONONDAGA
1284,36069,ONTARIO,NY,109103,480,Middle Atlantic,Mid-Atlantic,0.173461608,480,0,0,0.583566939,1.008600172,0,0,4.510001803,ONTARIO
1285,36071,ORANGE,NY,375592,2188,Middle Atlantic,Mid-Atlantic,0.442110877,2188,0,0.101354225,1.043345605,1.45484486,0.246658835,0,11.49488281,ORANGE
1286,36073,ORLEANS,NY,42235,284,Middle Atlantic,Mid-Atlantic,0.171591802,284,0,0,0.730496099,0.848189117,0,0,5.662529476,ORLEANS
1287,36075,OSWEGO,NY,121165,216,Middle Atlantic,Mid-Atlantic,0.176057716,216,0,0,0.761314702,0.361727836,0,0,4.92961605,OSWEGO
1288,36077,OTSEGO,NY,61683,328,Middle Atlantic,Mid-Atlantic,0.257086195,328,0,0,0.810454588,1.40654018,0,0,6.684241057,OTSEGO
1289,36079,PUTNAM,NY,99645,158,Middle Atlantic,Mid-Atlantic,0.266982998,158,0,0,0.803270123,1.786698197,0,0,8.810438918,PUTNAM
1290,36081,QUEENS,NY,2296175,5095,Middle Atlantic,Mid-Atlantic,0.537727691,5095,0.421239103,2.15490196,1.335513462,1.531478917,0.068039994,0,15.05637534,QUEENS
1291,36083,RENSSELAER,NY,159918,592,Middle Atlantic,Mid-Atlantic,0.331373632,592,0,0,0.901033237,1.209515015,0,0,8.615714439,RENSSELAER
1292,36087,ROCKLAND,NY,320903,47925,Middle Atlantic,Mid-Atlantic,0.423104643,47925,0.056225029,0.853871964,1.484804344,1.698970004,0,0,13.9624532,ROCKLAND
1293,36089,ST. LAWRENCE,NY,111963,295,Middle Atlantic,Mid-Atlantic,0.26281641,295,0,0,0.791740213,1.041392685,0,0,6.833226649,ST.-LAWRENCE
1294,36091,SARATOGA,NY,223865,1741,Middle Atlantic,Mid-Atlantic,0.53964995,1741,0.294879768,0.385350881,1.339864444,1.542202782,0,0,14.0308987,SARATOGA
1295,36093,SCHENECTADY,NY,155333,1176,Middle Atlantic,Mid-Atlantic,0.404780622,1176,0.043004285,0.385350881,1.08549703,1.301029996,0,0,8.500393056,SCHENECTADY
1296,36095,SCHOHARIE,NY,31844,72,Middle Atlantic,Mid-Atlantic,0.191547334,72,0,0,0.540506342,1.322219295,0,0,4.980230692,SCHOHARIE
1297,36099,SENECA,NY,35409,140,Middle Atlantic,Mid-Atlantic,0.14497606,140,0,0,0.546592147,0.60368555,0,0.025155894,4.05932969,SENECA
1298,36101,STEUBEN,NY,98650,210,Middle Atlantic,Mid-Atlantic,0.162503786,210,0,0,0.588152783,1.021189299,0,0,4.550105999,STEUBEN
1299,36103,SUFFOLK,NY,1499738,1464758,Middle Atlantic,Mid-Atlantic,0.696246623,1464758,0.701302717,2.084320886,1.683595147,1.77815125,0.450839419,0,22.97613856,SUFFOLK
1300,36105,SULLIVAN,NY,76665,184,Middle Atlantic,Mid-Atlantic,0.317244456,184,0,0,0.785721626,1.45484486,0,0,8.248355865,SULLIVAN
1301,36107,TIOGA,NY,50243,126,Middle Atlantic,Mid-Atlantic,0.249880292,126,0.020875434,1.711597561,0.591293519,1.591161477,0,0,6.996648186,TIOGA
1302,36109,TOMPKINS,NY,103617,320,Middle Atlantic,Mid-Atlantic,0.257561676,320,0,0,0.671732883,1.378397901,0,0,5.408795202,TOMPKINS
1303,36111,ULSTER,NY,180998,140,Middle Atlantic,Mid-Atlantic,0.117433042,140,0,0,0.451390262,0.579783597,0,0,3.288125167,ULSTER
1304,36113,WARREN,NY,65337,342,Middle Atlantic,Mid-Atlantic,0.240570951,342,0,0,0.639703204,1.23566856,0,0,6.254844734,WARREN
1305,36115,WASHINGTON,NY,63093,112,Middle Atlantic,Mid-Atlantic,0.155765084,112,0,0,0.394662798,0.903089987,0,0,3.271066773,WASHINGTON
1306,36117,WAYNE,NY,92473,140,Middle Atlantic,Mid-Atlantic,0.192710693,140,0,0,0.659867801,0,0,0.2052418,5.395899404,WAYNE
1307,36119,WESTCHESTER,NY,968802,8655,Middle Atlantic,Mid-Atlantic,0.286263816,8655,0,0.196294645,0.929334909,1.498310554,0,0,9.446705913,WESTCHESTER
1308,36121,WYOMING,NY,41531,424,Middle Atlantic,Mid-Atlantic,0.186070963,424,0,0,0.620985272,1.511883361,0,0,6.140341772,WYOMING
1309,36123,YATES,NY,25156,140,Middle Atlantic,Mid-Atlantic,0.138687087,140,0,0,0.546592147,0.60368555,0,0,3.883238431,YATES
1310,37001,ALAMANCE,NC,154378,1076,South Atlantic,South-East,0.240767215,1076,0.134217036,0.109144469,0.652444509,1.77815125,0,0,6.741482023,ALAMANCE
1311,37003,ALEXANDER,NC,36930,3868,South Atlantic,South-East,0.560681863,3868,0.080610204,0.477121255,1.598539436,1.574031268,0,0,14.57772843,ALEXANDER
1312,37007,ANSON,NC,26161,392,South Atlantic,South-East,0.243485283,392,0,0.925753972,0.745313033,1.419955748,0,0,6.81758792,ANSON
1313,37011,AVERY,NC,17713,144,South Atlantic,South-East,0.152433721,144,0.043004285,0,0.355127974,0,0,0,3.963276759,AVERY
1314,37013,BEAUFORT,NC,47464,756,South Atlantic,South-East,0.193311684,756,0,0.516629796,0.630358999,1.113943352,0,0,5.412727141,BEAUFORT
1315,37015,BERTIE,NC,20344,1094,South Atlantic,South-East,0.249277341,1094,0.114518907,0,0.831756029,0,0,0,6.481210856,BERTIE
1316,37017,BLADEN,NC,34843,350,South Atlantic,South-East,0.203999138,350,0.025155894,0,0.605465768,1.903089987,0,0,5.711975854,BLADEN
1317,37019,BRUNSWICK,NC,115301,462,South Atlantic,South-East,0.321292298,462,0,1.698970004,0.909938516,0.975153679,0.143738259,0,8.996184334,BRUNSWICK
1318,37021,BUNCOMBE,NC,247912,532,South Atlantic,South-East,0.133715431,532,0,0,0.388176453,1.113943352,0,0.043004285,3.744032067,BUNCOMBE
1319,37023,BURKE,NC,89842,1324,South Atlantic,South-East,0.234982954,1324,0,0,0.660157326,1.422425676,0,0,7.754437495,BURKE
1320,37025,CABARRUS,NC,187226,590,South Atlantic,South-East,0.449750653,590,0,1.646263654,0.996454696,1.334453751,0,0,11.69351698,CABARRUS
1321,37027,CALDWELL,NC,81990,1408,South Atlantic,South-East,0.308248207,1408,0.043004285,0,0.653321642,1.422425676,0,0,8.014453386,CALDWELL
1322,37029,CAMDEN,NC,10187,200,South Atlantic,South-East,0.304057641,200,0,0,0.805611859,1.519171464,0,0,7.905498667,CAMDEN
1323,37031,CARTERET,NC,68434,256,South Atlantic,South-East,0.243298281,256,0,0,0.673844204,1.463146137,0,0,6.325755295,CARTERET
1324,37033,CASWELL,NC,23190,282,South Atlantic,South-East,0.278751014,282,0.016277622,0,0.607619308,1.62324929,0,0,7.247526352,CASWELL
1325,37035,CATAWBA,NC,154810,1520,South Atlantic,South-East,0.23696785,1520,0,0,0.671074251,1.422425676,0,0,7.819939043,CATAWBA
1326,37037,CHATHAM,NC,66817,1508,South Atlantic,South-East,0.331723023,1508,0.134217036,2.278753601,0.710858519,1.342422681,0.077066333,0,9.288244646,CHATHAM
1327,37041,CHOWAN,NC,14726,112,South Atlantic,South-East,0.108143883,112,0,0,0.504671454,0,0,0,3.028028724,CHOWAN
1328,37045,CLEVELAND,NC,97047,476,South Atlantic,South-East,0.14356994,476,0,0,0.605132041,0.389166084,0,0,4.019958329,CLEVELAND
1329,37047,COLUMBUS,NC,57246,14,South Atlantic,South-East,0,14,0,0,0,0,0,0,0,COLUMBUS
1330,37049,CRAVEN,NC,104489,2218,South Atlantic,South-East,0.322780221,2218,0.148644919,0.569875308,0.930453285,2,0.016151669,0,10.6517473,CRAVEN
1331,37051,CUMBERLAND,NC,325871,406,South Atlantic,South-East,0.256260173,406,0,2.099384632,0.599796493,1.301029996,0.029348543,0,7.175284846,CUMBERLAND
1332,37053,CURRITUCK,NC,24396,56,South Atlantic,South-East,0.182300084,56,0,0,0.475096362,0.977723605,0,0,3.828301774,CURRITUCK
1333,37055,DARE,NC,35019,111,South Atlantic,South-East,0.262506505,111,0.077724006,0,0.599737618,1.370142847,0,0,5.512636598,DARE
1334,37057,DAVIDSON,NC,163420,476,South Atlantic,South-East,0.264363406,476,0,0.15490196,0.871014019,2.021189299,0,0,7.402175375,DAVIDSON
1335,37059,DAVIE,NC,41554,3276,South Atlantic,South-East,0.581269551,3276,0.080610204,0.477121255,1.598539436,1.574031268,0,0,12.20666057,DAVIE
1336,37061,DUPLIN,NC,60084,1344,South Atlantic,South-East,0.240526607,1344,0.08600857,0.516629796,0.747620238,1.130333768,0,0,6.734744982,DUPLIN
1337,37063,DURHAM,NC,288133,5133,South Atlantic,South-East,0.161097161,5133,0,0,0.513226123,1.431363764,0,0,4.510720501,DURHAM
1338,37065,EDGECOMBE,NC,55574,3688,South Atlantic,South-East,0.416952474,3688,0.169286673,0.516629796,1.200612797,2,0.020533013,0,13.75943165,EDGECOMBE
1339,37067,FORSYTH,NC,361220,532,South Atlantic,South-East,0.184506989,532,0,0,0.63455158,1.358886204,0,0,5.166195682,FORSYTH
1340,37069,FRANKLIN,NC,62260,1374,South Atlantic,South-East,0.201864598,1374,0,0,0.693638944,1.431363764,0,0,6.66153174,FRANKLIN
1341,37071,GASTON,NC,209420,1008,South Atlantic,South-East,0.22113089,1008,0,0,0.62811457,0.875061263,0,0,4.643748684,GASTON
1342,37073,GATES,NC,11650,28,South Atlantic,South-East,0,28,0,0,0,0,0,0,0,GATES
1343,37077,GRANVILLE,NC,58275,951,South Atlantic,South-East,0.208436981,951,0,0,0.734145285,1.431363764,0,0,5.836235475,GRANVILLE
1344,37079,GREENE,NC,21232,2526,South Atlantic,South-East,0.294548945,2526,0.148644919,0.516629796,0.784055517,2,0.016151669,0,9.720115183,GREENE
1345,37081,GUILFORD,NC,506610,578,South Atlantic,South-East,0.260604807,578,0.016277622,0.141673694,0.749858714,1.574031268,0.067756697,0,8.599958641,GUILFORD
1346,37083,HALIFAX,NC,53453,895,South Atlantic,South-East,0.369401004,895,0,0.146128036,1.044811728,1.342422681,0,0,7.757421084,HALIFAX
1347,37085,HARNETT,NC,124987,838,South Atlantic,South-East,0.321158439,838,0,2.278753601,0.66984625,1.740362689,0.159040418,0,8.992436299,HARNETT
1348,37087,HAYWOOD,NC,59183,183,South Atlantic,South-East,0.213880482,183,0,0,0.455264794,0.954242509,0,0,5.560892537,HAYWOOD
1349,37089,HENDERSON,NC,109540,112,South Atlantic,South-East,0.076664283,112,0,0,0.249334433,0.113943352,0,0,1.609949951,HENDERSON
1350,37091,HERTFORD,NC,24431,2016,South Atlantic,South-East,0.075584525,2016,0,0,0.212692553,0,0,0,1.965197654,HERTFORD
1351,37093,HOKE,NC,51322,1124,South Atlantic,South-East,0.236031492,1124,0.007031146,0,0.824479983,1.612783857,0,0,6.608881776,HOKE
1352,37095,HYDE,NC,5721,56,South Atlantic,South-East,0.144406154,56,0,0,0.505421538,0,0,0,3.032529225,HYDE
1353,37097,IREDELL,NC,164517,11326,South Atlantic,South-East,0.648715761,11326,0.080610204,0.477121255,1.83460117,1.574031268,0,0,13.62303097,IREDELL
1354,37099,JACKSON,NC,40919,639,South Atlantic,South-East,0.296235957,639,0,0,0.795965405,1.02325246,0,0,7.702134875,JACKSON
1355,37101,JOHNSTON,NC,177967,2292,South Atlantic,South-East,0.225520809,2292,0.013844288,0.569875308,0.660342599,1.685741739,0,0,6.314582651,JOHNSTON
1356,37103,JONES,NC,10215,1726,South Atlantic,South-East,0.281770137,1726,0.071514622,0.516629796,0.822135405,1.939519253,0,0,7.889563832,JONES
1357,37105,LEE,NC,60266,138,South Atlantic,South-East,0.262871465,138,0,2.278753601,0.59831094,1.029383778,0.077066333,0,7.360401014,LEE
1358,37107,LENOIR,NC,58914,2886,South Atlantic,South-East,0.317661251,2886,0.219987441,0.516629796,0.827940261,2,0.016151669,0,10.48282129,LENOIR
1359,37109,LINCOLN,NC,79740,420,South Atlantic,South-East,0.226010644,420,0,0.359021943,0.812061014,1.096910013,0,0,6.328298038,LINCOLN
1360,37113,MACON,NC,33857,639,South Atlantic,South-East,0.296235957,639,0,0,0.795965405,1.02325246,0,0,7.702134875,MACON
1361,37117,MARTIN,NC,23699,714,South Atlantic,South-East,0.225462455,714,0,0,0.842946041,1.255272505,0,0,6.31294875,MARTIN
1362,37119,MECKLENBURG,NC,990977,1148,South Atlantic,South-East,0.233634598,1148,0,0.586265724,0.755924547,1.419955748,0,0,6.541768752,MECKLENBURG
1363,37123,MONTGOMERY,NC,27571,112,South Atlantic,South-East,0.213486189,112,0,1.146128036,0.556180322,0,0,0,4.483209969,MONTGOMERY
1364,37125,MOORE,NC,91587,1160,South Atlantic,South-East,0.602989573,1160,0.193053932,2.278753601,1.064283739,1.698970004,0.157996246,0,12.66278104,MOORE
1365,37127,NASH,NC,95093,1431,South Atlantic,South-East,0.348161069,1431,0.080346436,0,1.106901349,1.431363764,0.020533013,0,11.48931527,NASH
1366,37129,NEW HANOVER,NC,213267,635,South Atlantic,South-East,0.342096167,635,0.148770384,1.826999818,0.850474194,1.176091259,0.071893961,0,9.578692689,NEW-HANOVER
1367,37131,NORTHAMPTON,NC,20839,716,South Atlantic,South-East,0.179138601,716,0,0,0.693638944,1.06069784,0,0,5.911573842,NORTHAMPTON
1368,37133,ONSLOW,NC,185220,753,South Atlantic,South-East,0.254245229,753,0.082553515,0.516629796,0.712513066,1.749283625,0,0,7.118866423,ONSLOW
1369,37135,ORANGE,NC,140352,1182,South Atlantic,South-East,0.169282091,1182,0,0,0.490092998,1.62324929,0.029348543,0,4.739898535,ORANGE
1370,37137,PAMLICO,NC,12953,224,South Atlantic,South-East,0.163462005,224,0,0,0.572117019,0,0,0,3.432702115,PAMLICO
